DayOfWeek,DepTime,ArrTime,CRSArrTime,FlightNum,ActualElapsedTime,CRSElapsedTime,AirTime,DepDelay,Distance,TaxiIn,TaxiOut,Cancelled,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,ArrDelay
6,2015,2140,2055,1195,85,90,72,50,462,4,9,0,0,0,0,0,0,45,45
4,1308,1514,1425,3847,186,173,157,36,991,8,21,0,0,5,0,13,0,31,49
3,2243,7,2320,631,84,85,66,48,397,5,13,0,0,0,0,0,0,47,47
7,2035,2228,2145,1303,233,225,209,35,1456,5,19,0,0,35,0,8,0,0,43
2,2120,2244,2215,2289,204,200,178,25,1235,11,15,0,0,0,9,4,0,16,29
6,1654,1736,1720,429,102,97,68,11,412,8,26,0,0,0,0,10,0,6,16
3,1443,1739,1635,506,176,190,147,78,1065,5,24,0,0,0,0,64,0,0,64
6,1306,1527,1415,4270,81,80,54,71,352,16,11,0,0,0,71,1,0,0,72
7,1341,1446,1430,29,65,60,50,11,239,3,12,0,0,6,0,5,0,5,16
5,1337,1622,1553,827,105,93,81,17,533,12,12,0,0,17,0,12,0,0,29
7,1708,2035,1955,145,387,385,363,38,2611,11,13,0,0,0,36,2,0,2,40
4,2314,718,601,78,304,301,284,74,2398,4,16,0,0,74,0,3,0,0,77
2,1023,1107,1051,6482,44,39,18,11,72,3,23,0,0,16,0,0,0,0,16
5,1252,1422,1325,20,90,70,51,37,324,4,35,0,0,7,0,20,0,30,57
3,2155,9,2145,1369,134,150,117,160,810,3,14,0,0,5,0,0,0,139,144
7,1443,1734,1626,734,111,86,75,43,412,18,18,0,0,0,0,25,0,43,68
1,2101,2230,2144,901,89,89,71,46,447,3,15,0,0,0,0,0,0,46,46
5,2129,14,2258,1233,165,118,99,29,752,23,43,0,0,0,29,47,0,0,76
4,1817,2033,1956,409,256,266,221,47,1619,21,14,0,0,6,0,0,0,31,37
4,2117,16,2326,1161,239,226,215,37,1437,4,20,0,0,9,0,13,0,28,50
7,815,937,710,3472,82,85,67,150,383,6,9,0,0,147,0,0,0,0,147
3,2037,2204,2145,3937,87,95,61,27,438,2,24,0,0,19,0,0,0,0,19
5,1636,1758,1700,725,82,88,71,64,421,5,6,0,0,0,0,0,0,58,58
1,1624,1829,1810,1517,65,65,54,19,328,5,6,0,0,19,0,0,0,0,19
3,1918,2107,2045,4225,49,65,39,38,224,2,8,0,0,15,0,0,0,7,22
6,731,855,835,2689,84,85,70,21,397,3,11,0,0,20,0,0,0,0,20
5,2310,24,2358,376,74,58,42,10,224,9,23,0,0,10,0,16,0,0,26
2,2124,2156,1859,6597,92,63,30,148,84,9,53,0,0,0,0,177,0,0,177
2,2250,13,2330,4247,83,97,61,57,432,5,17,0,0,0,43,0,0,0,43
6,1842,2102,2030,2479,200,225,185,57,1471,8,7,0,0,0,0,0,0,32,32
6,1752,2110,2000,511,318,270,262,22,1619,8,48,0,0,22,0,48,0,0,70
6,21,245,100,866,144,160,123,121,1013,6,15,0,0,28,52,0,0,25,105
5,735,943,915,2013,248,230,210,10,1515,24,14,0,0,10,0,18,0,0,28
5,1322,2021,1859,143,239,231,215,74,1671,8,16,0,0,74,0,8,0,0,82
7,1316,1952,1920,1143,216,220,177,36,1591,7,32,0,0,5,0,0,0,27,32
2,1119,1449,1432,862,150,152,118,19,967,8,24,0,0,13,0,0,0,4,17
3,1756,2031,1846,4602,95,81,57,91,350,15,23,0,0,0,91,14,0,0,105
1,1707,1909,1840,1007,302,300,289,27,1972,5,8,0,0,7,0,2,0,20,29
1,1946,2147,2122,1502,121,127,101,31,650,5,15,0,0,3,0,0,0,22,25
7,2027,2140,2115,288,73,75,61,27,337,4,8,0,0,3,0,0,0,22,25
2,1337,1451,1435,1568,74,65,53,7,226,3,18,0,0,0,0,9,0,7,16
6,753,1327,1229,1236,214,239,192,83,1723,9,13,0,0,58,0,0,0,0,58
6,653,858,805,1241,185,185,159,53,1217,12,14,0,0,53,0,0,0,0,53
4,2225,17,2300,1575,232,220,201,65,1464,4,27,0,0,57,0,12,0,8,77
1,645,812,703,1242,87,78,65,60,331,3,19,0,0,60,0,9,0,0,69
2,1646,1840,1824,1244,114,119,87,21,644,12,15,0,0,16,0,0,0,0,16
3,2140,2243,2150,2616,63,70,50,60,358,1,12,0,0,29,0,0,0,24,53
7,2202,8,2342,1109,126,117,79,17,426,3,44,0,0,1,0,9,0,16,26
7,1446,1800,1730,1498,134,135,120,31,929,3,11,0,0,28,0,0,0,2,30
6,1800,1945,1915,5805,165,150,130,15,773,14,21,0,0,30,0,0,0,0,30
4,1742,1854,1750,3682,192,190,178,62,1140,4,10,0,0,22,0,2,0,40,64
5,959,1109,1030,2541,70,70,51,39,317,4,15,0,0,39,0,0,0,0,39
1,907,1104,1000,9,117,60,104,7,239,4,9,0,0,0,4,57,0,3,64
6,1209,1530,1424,1504,141,131,124,56,874,6,11,0,0,56,0,10,0,0,66
3,1856,2205,2111,6036,129,131,90,56,738,18,21,0,0,0,54,0,0,0,54
7,1422,1515,1500,3042,53,48,31,10,89,8,14,0,0,1,0,5,0,9,15
2,1811,2117,1855,1208,186,85,88,41,334,8,90,0,0,0,0,142,0,0,142
1,2045,102,2316,131,437,409,372,78,2846,4,61,0,0,0,0,28,0,78,106
1,1512,1615,1540,3777,63,70,44,42,304,4,15,0,0,33,0,0,0,2,35
1,1331,1947,1905,434,256,245,220,31,1797,6,30,0,0,0,0,23,0,19,42
6,1614,1721,1605,3419,67,75,53,84,354,3,11,0,0,30,0,0,0,46,76
4,1708,2028,2005,354,140,140,93,23,733,4,43,0,0,0,0,4,0,19,23
3,1623,1724,1705,1784,61,55,39,13,190,4,18,0,0,13,0,6,0,0,19
3,2139,2256,2225,1427,77,80,58,34,370,10,9,0,0,5,0,0,0,26,31
5,1855,2012,1745,4683,77,75,54,145,361,7,16,0,0,145,0,2,0,0,147
7,2131,2249,2026,1747,78,86,65,151,357,5,8,0,0,0,0,0,0,143,143
4,1603,2002,1910,2318,179,160,131,33,1009,37,11,0,0,23,0,19,0,10,52
6,1413,1800,1633,517,227,158,200,18,761,11,16,0,0,0,0,70,0,17,87
6,2205,2237,1807,127,92,104,81,282,473,2,9,0,0,0,0,66,0,204,270
7,923,1046,1000,3866,83,90,68,53,447,3,12,0,0,0,0,0,0,46,46
5,1400,1456,1440,563,116,115,94,15,616,5,17,0,0,0,0,1,0,15,16
6,2208,2307,2250,52,59,50,48,8,261,3,8,0,0,0,0,9,0,8,17
4,1641,1837,1735,3178,176,145,137,31,737,4,35,0,0,14,0,31,0,17,62
1,1628,1838,1705,4159,70,85,55,108,412,7,8,0,0,0,0,8,0,85,93
2,1018,1226,1144,4288,68,74,54,48,341,6,8,0,0,0,0,42,0,0,42
5,1509,1857,1759,1450,168,139,128,29,719,8,32,0,0,0,0,42,0,16,58
5,1805,1900,1840,1593,55,55,45,20,223,4,6,0,0,6,0,0,0,14,20
6,828,1007,915,4871,99,95,61,48,335,7,31,0,0,48,0,4,0,0,52
6,1120,1441,1405,304,141,140,118,35,929,5,18,0,0,19,0,1,0,16,36
3,1244,1439,1423,923,235,235,213,16,1452,9,13,0,0,16,0,0,0,0,16
2,1503,1656,1615,2534,113,85,90,13,461,15,8,0,0,0,0,28,0,13,41
1,1710,1824,1705,503,74,80,58,85,405,5,11,0,0,0,25,0,0,54,79
5,2124,2350,2208,6385,86,83,60,99,286,10,16,0,0,102,0,0,0,0,102
6,1117,1653,1614,578,216,247,197,70,1788,4,15,0,0,39,0,0,0,0,39
2,1108,1633,1556,1632,205,201,184,33,1545,5,16,0,0,8,0,4,0,25,37
2,1850,1901,1744,269,71,79,50,85,235,4,17,0,0,0,0,34,0,43,77
4,1248,1507,1425,1433,199,195,170,38,1119,8,21,0,0,25,0,4,0,13,42
4,2107,2225,2031,1514,78,76,53,112,304,11,14,0,0,0,0,2,0,112,114
6,918,949,932,721,91,92,73,18,472,7,11,0,0,17,0,0,0,0,17
3,1714,2009,1931,5942,115,109,86,32,654,5,24,0,0,0,0,0,0,38,38
5,1102,1159,1130,3817,57,65,43,37,237,4,10,0,0,27,0,0,0,2,29
1,1933,2053,2020,442,80,75,62,28,437,3,15,0,0,0,0,5,0,28,33
1,1201,1310,1210,4520,69,60,41,51,208,15,13,0,0,0,51,9,0,0,60
6,1834,1915,1650,6620,41,46,25,150,125,4,12,0,0,0,0,0,0,145,145
4,1822,2132,2113,195,370,361,326,10,2401,10,34,0,0,0,10,9,0,0,19
4,1733,1853,1820,4367,80,55,30,8,174,3,47,0,0,0,8,25,0,0,33
1,1851,2253,2215,197,422,395,399,11,2704,5,18,0,0,0,0,27,0,11,38
7,2057,2337,2145,2890,340,325,322,97,2106,9,9,0,0,0,0,112,0,0,112
3,1558,1910,1815,3715,132,145,103,68,927,15,14,0,0,1,0,0,0,54,55
6,2101,2316,2215,75,75,80,63,66,468,3,9,0,0,61,0,0,0,0,61
1,1153,1312,1240,2444,79,80,64,33,397,5,10,0,0,31,0,0,0,1,32
7,1011,1117,1010,3038,66,50,31,51,89,5,30,0,0,0,51,16,0,0,67
4,1101,1254,1215,671,173,165,124,31,1024,8,41,0,0,0,0,8,0,31,39
1,1749,1930,1915,2987,161,180,153,34,1121,3,5,0,0,6,0,0,0,9,15
4,1439,1539,1330,432,60,60,47,129,237,5,8,0,0,2,0,0,0,127,129
3,1247,1340,1325,26,53,55,41,17,239,2,10,0,0,15,0,0,0,0,15
2,1840,2113,1910,336,153,150,133,120,837,5,15,0,0,0,0,72,0,51,123
2,1528,1852,1815,455,204,210,185,43,1237,4,15,0,0,37,0,0,0,0,37
4,1343,1609,1545,697,146,141,120,19,762,3,23,0,0,0,0,5,0,19,24
7,2142,2243,2215,1463,61,65,49,32,336,4,8,0,0,6,0,0,0,22,28
7,1738,1901,1819,1277,83,82,60,41,321,12,11,0,0,0,0,42,0,0,42
2,2153,57,2257,6756,124,127,90,123,773,5,29,0,0,0,0,0,0,120,120
3,1936,2057,2025,1662,81,85,67,36,479,3,11,0,0,5,0,0,0,27,32
3,1801,2108,1939,4709,127,134,109,96,765,10,8,0,0,0,0,0,0,89,89
7,2400,745,650,1554,285,275,244,45,2066,6,35,0,0,0,0,13,0,42,55
3,2048,16,2355,792,208,215,191,28,1565,5,12,0,0,0,0,0,0,21,21
4,1551,1958,1940,1086,187,190,167,21,1302,7,13,0,0,10,0,0,0,8,18
6,1143,1515,1420,2042,152,165,138,68,1119,3,11,0,0,12,0,0,0,43,55
1,1014,1212,1133,4790,58,58,34,39,171,7,17,0,0,39,0,0,0,0,39
7,1912,1955,1937,375,43,37,21,12,102,5,17,0,0,12,0,0,0,6,18
4,2053,2219,2143,1644,86,93,61,43,432,8,17,0,0,0,12,0,0,24,36
7,1951,2158,2125,4897,127,125,97,31,544,8,22,0,0,26,0,2,0,5,33
5,1552,1712,1630,2276,140,145,124,47,765,4,12,0,0,7,0,0,0,35,42
6,1054,1355,1334,1490,121,130,105,30,819,5,11,0,0,4,0,0,0,17,21
5,1048,1329,1221,605,281,266,247,53,1739,4,30,0,0,8,0,15,0,45,68
5,827,920,845,4422,53,50,31,32,152,3,19,0,0,32,0,3,0,0,35
4,1056,1301,1200,34,125,125,110,61,663,5,10,0,0,51,0,0,0,10,61
7,743,923,750,4372,160,130,116,63,594,22,22,0,0,63,0,30,0,0,93
5,2049,2331,2241,117,282,271,259,39,1721,7,16,0,0,0,0,13,0,37,50
3,1529,1649,1600,1852,140,155,126,64,895,6,8,0,0,35,0,0,0,14,49
2,1808,1901,1840,544,113,115,93,23,621,3,17,0,0,0,0,0,0,21,21
1,2035,2137,2115,1414,62,60,48,20,293,4,10,0,0,0,0,2,0,20,22
1,812,907,830,3,55,60,45,42,239,4,6,0,0,37,0,0,0,0,37
2,731,1043,1015,1088,132,130,122,26,764,3,7,0,0,26,0,2,0,0,28
7,2158,2258,2243,344,60,58,39,13,224,7,14,0,0,0,0,2,0,13,15
4,2126,2333,2250,4090,127,120,107,36,693,6,14,0,0,0,0,7,0,36,43
1,833,1038,1020,1139,125,120,110,13,621,3,12,0,0,0,0,5,0,13,18
3,1549,1729,1617,1182,100,112,79,84,544,5,16,0,0,72,0,0,0,0,72
3,2226,2229,2130,2797,63,65,51,61,284,5,7,0,0,0,0,0,0,59,59
2,2052,2333,2255,888,161,160,145,37,925,6,10,0,0,28,0,1,0,9,38
7,2058,2155,2126,4712,117,101,92,13,564,7,18,0,0,13,0,16,0,0,29
4,1154,1401,1135,6045,127,105,70,124,462,6,51,0,0,0,0,0,0,146,146
5,1133,1447,1430,4620,134,125,113,8,765,13,8,0,0,8,0,9,0,0,17
7,922,1320,1237,1969,238,232,219,37,1674,6,13,0,0,37,0,6,0,0,43
6,1718,2014,1855,1555,176,180,137,83,1090,10,29,0,0,79,0,0,0,0,79
6,1938,2150,2020,729,132,134,106,92,773,7,19,0,0,0,0,0,0,90,90
5,1236,1450,1245,3187,134,90,69,81,372,27,38,0,0,0,0,44,0,81,125
7,914,1241,1220,1430,147,135,106,9,929,5,36,0,0,9,0,12,0,0,21
1,2021,2109,2037,153,48,45,36,29,183,4,8,0,0,0,0,3,0,29,32
4,1520,1648,1615,1316,88,95,71,40,468,9,8,0,0,0,0,0,0,33,33
4,1234,1514,1357,161,220,152,147,9,948,5,68,0,0,0,0,76,0,1,77
6,1545,1625,1410,3708,40,50,29,145,134,4,7,0,0,0,0,0,0,135,135
4,1732,1848,1745,311,76,70,54,57,342,2,20,0,0,57,0,6,0,0,63
7,2034,2359,2310,3371,145,135,112,39,812,12,21,0,0,11,0,10,0,28,49
2,1655,1917,1845,4847,142,130,78,20,501,16,48,0,0,0,0,12,0,20,32
5,1538,1727,1642,1781,109,122,92,58,544,4,13,0,0,0,0,0,0,45,45
2,828,1007,745,4886,99,95,64,138,418,3,32,0,0,70,68,4,0,0,142
1,1631,1800,1526,1163,89,86,50,151,337,8,31,0,0,34,0,3,0,117,154
1,2202,2309,2235,330,127,120,109,27,588,6,12,0,0,0,0,7,0,27,34
7,2027,2024,2009,1607,57,54,28,12,134,4,25,0,0,12,0,3,0,0,15
4,1313,2029,2006,1022,256,261,221,28,1900,8,27,0,0,23,0,0,0,0,23
2,1440,1824,1704,76,164,139,139,55,909,5,20,0,0,0,0,25,0,55,80
7,1909,2116,2000,4017,127,130,105,79,584,6,16,0,0,2,0,0,0,74,76
7,1907,2001,1940,4096,54,45,21,12,67,6,27,0,0,12,0,9,0,0,21
6,1654,1914,1603,4285,80,68,49,179,264,20,11,0,0,55,0,136,0,0,191
5,1904,2143,2029,4472,159,149,119,64,794,30,10,0,0,0,0,36,0,38,74
2,842,1003,945,3613,81,80,58,17,383,3,20,0,0,17,0,1,0,0,18
4,1109,1207,1150,2196,58,60,45,19,197,4,9,0,0,4,0,0,0,13,17
4,1957,47,2310,804,230,190,170,57,1440,40,20,0,0,0,0,40,0,57,97
7,1725,1827,1645,4182,62,65,43,105,273,3,16,0,0,5,0,0,0,97,102
6,1127,1944,1919,872,317,315,285,23,2419,4,28,0,0,0,0,25,0,0,25
5,2217,118,2325,678,121,132,97,124,735,5,19,0,0,110,0,0,0,3,113
3,1515,1631,1440,3105,76,75,50,110,236,5,21,0,0,0,0,111,0,0,111
7,1651,1900,1805,3678,129,125,108,51,624,11,10,0,0,0,2,4,0,49,55
6,1154,1312,1155,5571,78,80,61,79,262,5,12,0,0,0,0,77,0,0,77
5,2301,40,2310,281,99,105,86,96,621,4,9,0,0,2,0,0,0,88,90
1,2048,2151,2005,2080,63,65,43,108,281,8,12,0,0,90,0,0,0,16,106
4,2327,102,2359,1411,95,80,66,48,337,6,23,0,0,0,0,63,0,0,63
1,2033,2129,2105,447,56,60,42,28,237,7,7,0,0,15,0,0,0,9,24
1,1333,1454,1430,4023,81,65,43,8,215,3,35,0,0,0,0,24,0,0,24
6,1945,2240,2215,3389,115,120,102,30,704,3,10,0,0,20,0,0,0,5,25
6,1127,1311,1225,1461,224,215,189,37,1464,8,27,0,0,0,0,46,0,0,46
3,1314,1451,1425,2333,157,155,136,24,867,7,14,0,0,0,0,15,0,11,26
1,915,1033,859,5520,78,82,63,98,267,7,8,0,0,94,0,0,0,0,94
1,1844,2017,1913,649,93,93,73,64,416,5,15,0,0,0,25,0,0,39,64
3,1551,1855,1653,2874,124,158,105,156,725,7,12,0,0,0,0,122,0,0,122
3,1152,1409,1354,63,137,129,100,7,679,13,24,0,0,0,0,15,0,0,15
2,2006,2306,2135,722,180,195,159,106,1258,6,15,0,0,8,0,0,0,83,91
7,1748,1849,1830,717,61,70,51,28,358,3,7,0,0,19,0,0,0,0,19
4,2150,13,2335,2466,143,150,131,45,866,3,9,0,0,19,0,0,0,19,38
7,2337,120,2205,1486,103,65,47,157,255,5,51,0,0,1,0,38,0,156,195
1,1830,2009,1923,1234,99,83,60,30,336,20,19,0,0,0,0,16,0,30,46
6,1314,1400,1340,5744,46,45,28,19,86,3,15,0,0,20,0,0,0,0,20
3,2224,2338,2320,3397,74,85,63,29,386,2,9,0,0,1,0,0,0,17,18
6,1627,2341,2255,1385,254,270,232,62,2066,5,17,0,0,0,0,3,0,43,46
6,1159,1304,1235,3968,65,85,50,49,337,4,11,0,0,22,0,0,0,7,29
5,2306,34,2346,1590,88,81,52,41,321,6,30,0,0,0,41,7,0,0,48
7,1906,2150,2100,2727,164,155,138,41,1011,18,8,0,0,0,0,9,0,41,50
2,1918,2116,2101,1237,118,129,101,26,679,4,13,0,0,0,0,0,0,15,15
7,2004,55,2353,152,171,185,153,76,1262,8,10,0,0,0,0,0,0,62,62
7,1910,2154,2030,736,164,160,150,80,972,7,7,0,0,0,0,4,0,80,84
7,2136,2319,2304,383,163,164,141,16,957,9,13,0,0,15,0,0,0,0,15
5,2303,17,2025,3513,134,90,71,188,440,3,60,0,0,0,18,44,0,170,232
1,1503,1718,1605,4058,135,130,107,68,677,11,17,0,0,0,0,5,0,68,73
1,1645,1849,1705,4919,124,115,87,95,478,16,21,0,0,95,0,9,0,0,104
5,1947,2105,2045,1466,78,75,59,17,337,5,14,0,0,4,0,3,0,13,20
3,1322,1419,1400,5412,57,45,33,7,109,5,19,0,0,0,0,19,0,0,19
5,1135,1447,1340,642,132,133,100,68,719,4,28,0,0,67,0,0,0,0,67
4,1513,1758,1731,101,225,211,194,13,1449,6,25,0,0,0,0,14,0,13,27
2,1643,1802,1710,3508,79,90,68,63,408,4,7,0,0,52,0,0,0,0,52
7,1601,1734,1702,367,153,162,141,41,992,3,9,0,0,0,0,0,0,32,32
4,2140,2330,2059,1139,110,124,93,165,679,6,11,0,0,151,0,0,0,0,151
2,1925,2228,2035,26,123,160,107,150,813,7,9,0,0,0,0,102,0,11,113
3,1047,1141,1100,3972,54,45,21,32,67,6,27,0,0,0,0,9,0,32,41
7,1001,1129,1035,1619,88,95,65,61,373,11,12,0,0,54,0,0,0,0,54
7,2033,2237,2222,1758,124,117,86,8,576,7,31,0,0,0,0,7,0,8,15
1,1710,2015,1955,11,125,130,110,25,862,5,10,0,0,20,0,0,0,0,20
1,1040,1319,1257,3804,99,107,79,30,599,5,15,0,0,0,0,0,0,22,22
3,1048,1333,1300,3505,105,110,90,38,717,3,12,0,0,33,0,0,0,0,33
6,2232,29,2235,1635,57,65,41,122,271,6,10,0,0,0,0,0,0,114,114
3,620,1240,1215,54,260,245,236,10,1846,10,14,0,0,10,0,15,0,0,25
6,1535,1640,1559,1607,125,114,106,30,602,6,13,0,0,13,0,11,0,17,41
4,1442,1603,1438,1921,81,68,57,72,185,9,15,0,0,72,0,13,0,0,85
1,1526,1641,1619,4533,75,85,53,32,303,10,12,0,0,8,0,0,0,14,22
5,1738,1922,1807,1836,104,117,87,88,683,4,13,0,0,0,0,0,0,75,75
7,953,1115,900,4168,82,100,69,153,522,7,6,0,0,135,0,0,0,0,135
5,1716,1741,1654,4481,85,82,54,44,272,3,28,0,0,5,39,3,0,0,47
7,1411,1513,1450,3964,62,65,41,26,184,6,15,0,0,0,7,0,0,16,23
4,12,854,530,298,342,310,304,172,2556,11,27,0,0,0,0,32,0,172,204
7,1222,1313,1240,1191,111,102,91,24,533,6,14,0,0,0,0,10,0,23,33
5,1752,1921,1835,369,89,90,69,47,447,5,15,0,0,0,0,0,0,46,46
5,1957,2151,1915,1684,114,105,84,147,631,10,20,0,0,145,0,9,0,2,156
5,1158,1327,1255,3940,89,90,68,33,438,3,18,0,0,32,0,0,0,0,32
7,1908,2244,2125,350,156,140,105,63,733,9,42,0,0,0,0,34,0,45,79
3,1450,1503,1045,2771,73,80,57,265,328,5,11,0,0,258,0,0,0,0,258
6,142,518,340,767,156,175,141,117,1180,3,12,0,0,15,0,0,0,83,98
4,2040,22,2306,1568,162,156,136,70,1012,5,21,0,0,0,0,6,0,70,76
4,2114,2253,2235,376,99,90,77,9,468,4,18,0,0,9,0,9,0,0,18
3,1040,1307,1207,589,147,142,119,55,802,12,16,0,0,0,0,5,0,55,60
4,2100,2357,2225,1765,177,160,158,75,972,7,12,0,0,28,0,17,0,47,92
7,1735,1823,1745,3773,48,50,35,40,158,3,10,0,0,30,0,0,0,8,38
2,1508,1709,1645,4601,121,115,99,18,644,4,18,0,0,18,0,6,0,0,24
4,1158,1343,1117,3942,105,92,71,133,436,13,21,0,0,0,0,0,0,146,146
4,1505,1611,1458,1785,66,73,49,80,290,5,12,0,0,2,0,0,0,71,73
5,2050,2232,2040,374,102,115,84,125,595,4,14,0,0,0,7,0,0,105,112
4,1529,1709,1610,2566,220,225,211,64,1552,3,6,0,0,0,59,0,0,0,59
5,1831,2023,1849,4792,112,84,38,66,214,7,67,0,0,0,0,62,0,32,94
2,1208,1314,1145,3895,126,115,107,78,722,5,14,0,0,78,0,11,0,0,89
2,1549,1930,1827,181,401,396,375,58,2704,11,15,0,0,0,0,5,0,58,63
1,1138,1257,1223,2124,79,83,32,38,185,4,43,0,0,34,0,0,0,0,34
2,1045,1142,1125,62,57,47,33,7,95,4,20,0,0,7,0,10,0,0,17
3,2313,100,2013,1723,107,118,90,298,631,3,14,0,0,0,0,0,0,287,287
7,2031,2223,2025,4759,112,110,92,116,554,8,12,0,0,116,0,2,0,0,118
4,2206,2350,2329,861,104,109,90,26,602,4,10,0,0,3,0,9,0,9,21
2,1952,2053,2023,1070,61,68,36,37,259,9,16,0,0,30,0,0,0,0,30
2,721,832,755,793,131,100,89,6,440,3,39,0,0,6,0,31,0,0,37
4,1256,1327,1255,179,91,90,77,31,528,3,11,0,0,5,0,1,0,26,32
3,1546,1703,1647,3023,77,77,64,16,209,2,11,0,0,0,0,0,0,16,16
4,1359,1546,1500,529,107,95,82,34,546,16,9,0,0,0,0,12,0,34,46
5,1853,2016,1944,1666,83,69,43,18,215,14,26,0,0,0,0,14,0,18,32
1,1005,1110,1040,969,65,55,40,20,197,5,20,0,0,0,0,10,0,20,30
1,1805,1852,1623,433,107,82,59,124,240,7,41,0,0,0,0,25,0,124,149
6,1824,2001,1911,6368,97,90,74,43,421,5,18,0,0,0,0,0,0,50,50
2,2217,6,2215,451,109,105,89,107,605,7,13,0,0,0,0,4,0,107,111
2,1652,1928,1630,2082,156,150,130,172,1045,7,19,0,0,172,0,6,0,0,178
3,1522,1718,1635,4903,116,95,69,22,335,2,45,0,0,0,0,21,0,22,43
5,1842,2136,2050,882,174,175,155,47,1097,7,12,0,0,0,0,46,0,0,46
5,38,816,714,564,278,263,256,47,2039,9,13,0,0,47,0,15,0,0,62
2,919,1559,1521,1002,280,271,251,29,1989,15,14,0,0,0,0,9,0,29,38
6,2143,32,2148,510,169,178,153,173,1065,7,9,0,0,0,0,0,0,164,164
5,907,1157,1115,217,170,135,123,7,787,6,41,0,0,0,0,40,0,2,42
6,1927,2046,2025,4337,79,110,67,52,409,4,8,0,0,0,0,21,0,0,21
6,1539,1851,1724,1149,192,184,176,79,1214,7,9,0,0,79,0,8,0,0,87
4,1822,1913,1840,3422,51,55,33,37,189,4,14,0,0,0,0,0,0,33,33
7,1037,1217,1155,4426,100,100,76,22,491,3,21,0,0,0,2,0,0,20,22
5,1724,1830,1710,3751,66,70,55,84,309,2,9,0,0,80,0,0,0,0,80
5,830,930,855,2119,60,65,47,40,325,2,11,0,0,0,0,0,0,35,35
5,2234,6,2045,2467,152,145,130,194,880,3,19,0,0,194,0,7,0,0,201
7,1257,1833,1815,1276,216,220,184,22,1736,6,26,0,0,10,0,0,0,8,18
1,1534,1710,1550,335,156,155,113,79,733,6,37,0,0,0,0,2,0,78,80
4,1618,1630,1555,1112,72,60,50,23,256,9,13,0,0,23,0,12,0,0,35
4,1819,1923,1900,2786,64,60,51,19,224,5,8,0,0,1,0,4,0,18,23
5,1742,2105,1808,1439,203,183,180,157,1121,9,14,0,0,0,0,46,0,131,177
7,1208,1416,1350,1463,248,235,221,13,1515,7,20,0,0,13,0,13,0,0,26
5,1756,2215,2130,1072,199,195,169,41,1302,7,23,0,0,4,0,4,0,37,45
5,633,1059,1025,2109,206,180,158,8,1166,3,45,0,0,0,8,26,0,0,34
1,559,706,645,6389,127,121,106,15,599,5,16,0,0,21,0,0,0,0,21
6,1305,1412,1315,1816,67,60,36,50,197,3,28,0,0,32,0,7,0,18,57
1,1233,1338,1320,1055,125,115,111,8,632,2,12,0,0,8,0,10,0,0,18
4,1845,142,40,78,237,220,220,45,1624,5,12,0,0,4,0,17,0,41,62
2,1039,1100,1024,4720,81,90,57,45,341,4,20,0,0,36,0,0,0,0,36
2,2200,9,2247,5970,69,57,29,70,179,5,35,0,0,0,0,12,0,70,82
1,2106,2220,2055,4325,134,135,102,86,599,8,24,0,0,0,0,72,0,13,85
2,4,241,35,577,97,100,88,129,611,3,6,0,0,11,0,0,0,115,126
3,121,243,2335,2372,82,100,68,206,414,5,9,0,0,4,0,0,0,184,188
2,1545,1822,1700,1094,157,145,126,70,920,4,27,0,0,70,0,12,0,0,82
1,1731,1830,1815,3748,59,65,51,21,347,3,5,0,0,4,0,0,0,11,15
5,2251,2345,2200,57,54,60,43,111,239,4,7,0,0,0,0,0,0,105,105
6,1609,1943,1850,1720,154,165,136,64,1172,4,14,0,0,53,0,0,0,0,53
3,2335,150,2359,314,75,86,58,122,412,5,12,0,0,0,0,0,0,111,111
5,2110,2310,2230,3863,120,115,91,35,626,10,19,0,0,35,0,5,0,0,40
7,1543,1645,1630,978,62,65,52,18,308,3,7,0,0,3,0,0,0,12,15
1,323,712,448,1634,169,198,149,173,1440,12,8,0,0,7,0,0,0,137,144
5,1609,1646,1622,433,97,82,58,9,240,5,34,0,0,0,0,24,0,0,24
4,2228,52,30,462,84,95,72,33,588,4,8,0,0,13,0,0,0,9,22
5,2130,2317,1950,532,107,110,79,210,585,6,22,0,0,2,0,0,0,205,207
1,1126,1325,1305,4119,179,165,156,6,849,8,15,0,0,6,0,14,0,0,20
2,846,1041,1009,791,175,168,155,25,992,6,14,0,0,23,0,9,0,0,32
4,1741,2139,1920,654,178,154,109,115,719,7,62,0,0,0,0,139,0,0,139
4,1713,1918,1831,789,125,91,92,13,334,4,29,0,0,8,0,34,0,5,47
5,1748,1955,1852,823,127,112,78,48,547,9,40,0,0,0,0,17,0,46,63
7,1725,1819,1730,78,54,60,39,55,197,3,12,0,0,0,0,0,0,49,49
6,745,1107,955,2387,322,285,302,35,1811,4,16,0,0,35,0,37,0,0,72
6,1615,1727,1510,679,72,75,60,140,358,4,8,0,0,9,0,0,0,128,137
7,1518,1616,1455,1896,58,65,40,88,236,6,12,0,0,0,0,0,0,81,81
2,1156,1511,1446,568,135,135,113,25,853,11,11,0,0,17,0,4,0,4,25
6,2113,2158,2135,3447,45,45,30,23,158,3,12,0,0,20,0,0,0,3,23
1,1431,1536,1450,1515,125,135,111,56,804,3,11,0,0,0,0,0,0,46,46
