administrative,administrative_duration,informational,informational_duration,product_related,product_related_duration,bounce_rates,exit_rates,page_values,special_day,month,operating_systems,browser,region,traffic_type,visitor_type,weekend,revenue
1,12.0,0,0.0,43,851.8857143,0.0,0.009883721,11.65996434,0.0,7,2,2,1,2,2,0,1
1,27.9,0,0.0,64,3875.427778,0.0,0.019583333,5.698585477,0.0,7,2,2,1,2,2,0,0
2,113.5,0,0.0,37,1344.340476,0.0,0.005405405,11.77908986,0.0,1,2,2,3,2,0,0,1
1,13.83333333,1,0.0,200,8336.039583,0.004207921,0.017597513,3.730318306,0.0,7,2,5,4,1,2,0,1
0,0.0,3,60.5,74,3105.365207,0.015789474,0.022261905,0.0,0.0,7,1,2,5,2,2,0,0
1,120.5,0,0.0,75,1677.805952,0.006578947,0.023128655,0.0,0.0,1,2,2,1,1,2,0,0
0,0.0,0,0.0,39,935.0972222,0.005128205,0.015042735,0.0,0.0,1,2,2,8,2,2,0,0
2,46.0,0,0.0,13,195.0,0.0,0.008333333,0.0,0.0,6,2,2,1,4,2,0,0
0,0.0,0,0.0,9,321.0,0.033333333,0.085185185,0.0,0.0,5,2,5,5,1,2,0,0
2,48.5,0,0.0,5,396.1666667,0.0,0.008333333,0.0,0.0,1,3,2,5,10,2,0,0
0,0.0,0,0.0,19,1056.658333,0.005882353,0.041176471,0.0,0.0,1,1,1,1,8,2,0,0
2,11.0,0,0.0,36,474.3066667,0.0,0.015714286,47.65907425,0.0,4,4,1,2,4,2,0,0
1,26.0,0,0.0,11,345.1666667,0.022222222,0.008888889,0.0,0.0,6,1,1,4,3,2,0,0
0,0.0,0,0.0,63,1021.0,0.0265625,0.059895833,0.0,0.8,6,2,2,1,3,2,0,0
0,0.0,0,0.0,11,500.0,0.0,0.02,44.388,0.0,6,2,2,3,2,2,0,1
2,13.0,0,0.0,3,200.0,0.0,0.05,0.0,0.0,1,2,2,1,8,0,0,0
0,0.0,0,0.0,24,854.3333333,0.0,0.008333333,0.0,0.0,5,4,1,1,10,2,0,0
2,94.6,1,108.8,42,1157.783333,0.0,0.032222222,0.0,0.0,8,2,4,1,1,2,1,0
0,0.0,0,0.0,13,1314.083333,0.0,0.008333333,103.0610827,0.0,1,8,13,9,20,1,0,1
2,67.5,0,0.0,45,1660.0,0.022727273,0.0375,0.0,0.0,7,2,5,1,1,2,0,0
5,231.75,0,0.0,30,805.7833333,0.0,0.0203125,0.0,0.0,1,2,2,4,2,2,0,0
0,0.0,0,0.0,2,4.0,0.0,0.1,0.0,0.0,0,2,2,1,1,2,0,0
0,0.0,0,0.0,3,395.0,0.0,0.066666667,0.0,0.0,2,1,1,3,3,2,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,6,2,4,7,6,2,0,0
0,0.0,0,0.0,2,9.0,0.0,0.1,0.0,0.0,6,2,2,2,3,2,0,0
1,10.0,0,0.0,23,660.8166667,0.0,0.025,0.0,0.0,5,2,4,1,3,2,1,0
10,132.7222222,1,104.0,103,3608.346752,0.0,0.007905605,14.69960115,0.0,7,2,10,7,2,2,0,0
0,0.0,0,0.0,101,2611.747653,0.004356436,0.029287373,0.0,0.0,8,2,2,1,1,2,0,0
0,0.0,0,0.0,7,133.5,0.0,0.025,0.0,0.0,7,2,2,6,6,1,0,0
0,0.0,0,0.0,4,41.0,0.05,0.1,0.0,0.0,5,3,2,2,1,2,0,0
0,0.0,2,0.0,99,2622.600281,0.022,0.028519936,0.0,0.0,7,3,2,2,13,2,0,1
1,6.5,0,0.0,10,511.25,0.0,0.007407407,7.848538778,0.0,1,2,5,3,8,0,1,1
5,346.25,0,0.0,3,1692.25,0.0,0.014285714,0.0,0.0,1,2,2,9,2,0,0,0
1,10.5,3,264.75,195,10044.75756,0.005025126,0.023180221,0.0,0.0,1,2,2,1,2,2,0,0
0,0.0,1,81.0,82,3214.020563,0.0,0.007723577,4.667079268,0.0,5,3,3,2,10,2,0,1
0,0.0,0,0.0,9,281.5,0.0,0.008333333,0.0,0.0,8,4,2,9,7,2,0,0
2,14.0,2,189.0,134,6732.124414,0.008018648,0.025030224,0.0,0.0,7,1,8,3,11,2,0,0
2,18.0,0,0.0,49,1550.916667,0.016,0.041333333,0.0,0.0,7,2,2,3,1,2,0,0
0,0.0,0,0.0,18,1456.916667,0.005882353,0.030392157,0.0,0.0,1,3,3,3,2,2,0,0
9,175.9333333,0,0.0,28,717.2190476,0.005882353,0.017058824,0.0,1.0,6,2,2,5,4,2,1,0
5,62.6,0,0.0,15,272.5,0.0,0.011111111,0.0,0.0,8,1,1,1,2,0,1,0
1,15.0,0,0.0,18,343.8333333,0.0,0.0125,38.3399435,0.0,1,2,13,9,20,0,0,1
4,162.0,3,75.5,4,158.5,0.0,0.016666667,0.0,0.0,5,2,4,1,10,2,0,0
2,48.0,0,0.0,24,543.75,0.016,0.0408,0.0,0.8,6,2,2,3,2,2,0,0
0,0.0,0,0.0,4,880.0,0.0,0.05,0.0,0.0,6,2,2,7,1,2,1,0
8,359.0,2,954.0,14,336.5,0.0,0.005555556,0.0,0.0,5,3,2,7,9,2,1,0
4,296.75,0,0.0,10,183.7083333,0.015384615,0.026666667,0.0,0.0,1,1,1,3,2,2,0,0
1,47.4,0,0.0,5,238.2,0.0,0.033333333,0.0,0.0,9,2,2,5,4,0,1,0
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,4,3,2,7,13,2,0,0
8,171.75,0,0.0,32,486.6666667,0.0,0.005555556,0.0,0.0,1,4,2,1,2,0,0,0
0,0.0,2,11.0,1,0.0,0.066666667,0.133333333,0.0,0.0,7,1,1,1,2,2,0,0
0,0.0,0,0.0,12,468.0,0.016666667,0.033333333,0.0,0.0,5,4,1,4,3,2,0,0
0,0.0,0,0.0,10,305.0,0.0,0.02,0.0,0.0,7,2,2,1,8,2,0,0
3,118.0,0,0.0,16,859.1666667,0.0,0.014814815,9.991666667,0.0,6,3,2,2,2,2,0,0
0,0.0,0,0.0,3,178.25,0.0,0.066666667,0.0,0.0,7,3,2,1,10,2,0,0
2,152.8333333,0,0.0,20,791.6666667,0.011111111,0.016666667,41.35007203,0.0,5,1,1,1,2,0,0,1
4,736.0,1,9.0,99,2171.547149,0.016281269,0.029507982,4.495585092,0.0,7,3,2,4,13,2,1,0
0,0.0,0,0.0,3,255.0,0.0,0.066666667,0.0,0.0,4,2,2,3,4,2,0,0
0,0.0,0,0.0,29,2374.5,0.0,0.002298851,0.0,0.0,7,2,5,1,2,2,0,0
0,0.0,0,0.0,44,1924.505952,0.0,0.004651163,59.21256014,0.0,7,2,2,3,6,2,0,1
0,0.0,0,0.0,5,168.5,0.0,0.04,0.0,0.0,7,2,4,1,2,2,0,0
0,0.0,0,0.0,3,17.0,0.0,0.066666667,0.0,0.0,7,2,2,9,3,2,0,0
1,28.2,0,0.0,18,536.0857143,0.0,0.011111111,75.62994948,0.0,0,2,2,4,4,0,0,1
11,215.5238095,1,70.0,87,3037.499952,0.002150538,0.007722385,0.0,0.0,5,2,2,5,1,2,0,0
8,671.0833333,0,0.0,32,1403.828355,0.0,0.003153153,37.05600958,0.0,7,2,2,3,2,2,0,1
1,66.4,0,0.0,39,606.3666667,0.015789474,0.026754386,0.0,0.0,3,2,2,1,4,2,0,0
7,199.85,0,0.0,39,1267.453333,0.004761905,0.020634921,17.92758699,0.0,7,2,4,1,4,2,0,0
0,0.0,0,0.0,60,3386.0,0.025333333,0.063888889,0.0,0.8,6,2,2,1,6,2,0,0
8,993.0833333,1,28.5,90,2776.013582,0.002380952,0.017256944,0.0,0.0,7,3,2,3,2,2,1,0
0,0.0,0,0.0,4,41.4,0.075,0.125,0.0,0.0,3,3,2,6,1,2,0,0
0,0.0,0,0.0,12,240.4166667,0.0,0.061688312,0.0,0.0,5,3,2,1,6,2,0,0
2,83.0,0,0.0,15,605.8857143,0.0,0.005882353,0.0,0.0,5,1,1,3,2,2,1,0
18,1012.5,6,114.3333333,106,3163.096825,0.011664747,0.021393867,1.307682317,0.0,7,3,2,6,13,2,0,0
6,135.15,0,0.0,52,1199.22619,0.013095238,0.020257937,0.0,0.0,9,3,2,3,13,2,0,0
0,0.0,0,0.0,3,41.0,0.0,0.033333333,0.0,0.0,5,2,2,1,3,2,1,0
0,0.0,0,0.0,10,342.1666667,0.0,0.022222222,51.176,0.0,6,2,2,1,1,2,0,1
1,113.6666667,1,2.0,16,589.6666667,0.0,0.003632479,0.0,0.0,6,3,2,6,11,0,1,0
1,28.0,0,0.0,19,362.0,0.0,0.005555556,0.0,0.0,6,2,2,7,5,2,0,0
5,318.2666667,0,0.0,23,1037.833333,0.017857143,0.039285714,0.0,0.0,0,2,2,5,1,2,0,0
3,14.5,0,0.0,61,1423.967857,0.01,0.022611111,7.998,0.8,6,2,2,7,4,2,0,0
0,0.0,5,14.0,31,750.5904762,0.007407407,0.036957672,0.0,0.0,5,2,2,1,2,2,0,0
0,0.0,0,0.0,1,11.0,0.0,0.1,0.0,0.0,1,1,1,3,1,2,0,0
0,0.0,2,86.0,5,86.0,0.0,0.057142857,0.0,0.0,7,1,1,1,3,2,0,0
11,316.8229167,1,10.0,29,1233.307765,0.009142857,0.03247619,0.0,0.0,1,2,2,1,2,2,0,0
3,68.28571429,0,0.0,26,741.0555556,0.014285714,0.039707071,13.24667166,0.0,7,3,2,4,10,2,0,1
4,147.5,1,37.5,25,788.2666667,0.007142857,0.028571429,16.70657143,0.0,6,2,2,3,3,2,0,1
0,0.0,0,0.0,15,436.0,0.013333333,0.086666667,0.0,0.8,6,2,2,1,3,2,0,0
6,312.0,1,11.0,92,2710.570238,0.016842105,0.026417863,0.0,0.6,6,2,2,4,3,2,0,0
0,0.0,0,0.0,5,74.0,0.0,0.04,0.0,0.0,5,2,2,1,10,2,0,0
0,0.0,0,0.0,24,1151.0,0.0,0.0125,44.20382094,0.0,7,2,2,3,8,0,1,1
0,0.0,0,0.0,31,5764.366667,0.032258065,0.055591398,0.0,0.0,5,2,2,7,10,2,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.2,6,2,5,1,3,2,0,0
2,82.6,6,316.0,34,1446.733333,0.0,0.002439024,0.0,0.0,8,4,1,4,2,0,1,0
6,369.3333333,2,225.5,133,3918.363736,0.0,0.009275362,7.147603773,0.0,7,2,2,2,2,2,0,0
3,143.0,2,29.0,3,380.0,0.0,0.042857143,0.0,0.4,6,2,2,4,3,0,0,0
2,98.75,0,0.0,24,683.1653846,0.0,0.011111111,0.0,0.0,1,2,2,1,2,2,0,0
0,0.0,0,0.0,27,2514.25,0.0,0.006666667,31.40784,0.0,6,2,2,3,5,0,0,1
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,4,3,2,3,13,2,0,0
0,0.0,0,0.0,4,46.0,0.0,0.05,0.0,0.0,6,1,1,7,2,2,0,0
7,1474.5,2,11.5,129,5293.824709,0.005072464,0.020659075,2.524993961,0.2,6,2,2,3,1,2,0,0
0,0.0,0,0.0,4,76.75,0.0,0.016666667,0.0,0.0,7,1,1,8,2,0,0,1
9,165.5,0,0.0,50,2207.391667,0.001724138,0.009972955,15.30003763,0.0,5,1,1,4,3,2,1,0
0,0.0,0,0.0,7,143.0,0.0,0.028571429,0.0,0.0,7,2,5,2,3,2,0,0
2,63.5,0,0.0,12,222.5,0.0,0.007142857,0.0,0.0,1,2,10,3,2,0,1,0
0,0.0,2,39.0,15,245.0,0.0,0.0125,11.9955404,0.0,5,2,2,1,3,2,1,1
0,0.0,0,0.0,13,646.7916667,0.005128205,0.054358974,0.0,0.8,6,1,1,2,1,2,0,0
8,275.75,1,97.0,204,5209.820361,0.002571429,0.015411986,0.0,0.0,7,2,2,1,2,2,0,0
0,0.0,0,0.0,6,197.0,0.0,0.011111111,0.0,0.0,5,2,2,1,2,2,0,0
4,56.0,0,0.0,31,270.4916667,0.0,0.00234375,0.0,0.0,5,2,2,1,3,2,0,0
1,102.5,0,0.0,5,97.0,0.0,0.011111111,0.0,0.0,5,3,2,1,9,0,1,0
0,0.0,0,0.0,20,616.5,0.0,0.01,0.0,0.0,7,3,3,1,3,0,0,0
7,142.35,0,0.0,73,3566.992857,0.0,0.003947368,23.15073799,0.0,8,2,5,3,5,0,0,1
0,0.0,0,0.0,24,330.0833333,0.0375,0.043055556,0.0,1.0,6,1,1,7,4,2,1,0
0,0.0,0,0.0,5,586.0,0.0,0.06,0.0,0.0,7,2,4,9,10,2,1,0
0,0.0,0,0.0,12,292.875,0.0,0.028333333,0.0,0.0,7,4,2,3,2,2,1,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,7,3,2,1,13,2,1,0
1,69.6,0,0.0,46,1292.449762,0.004347826,0.005555556,0.0,0.0,0,3,2,1,2,2,1,0
0,0.0,2,52.0,12,699.25,0.023809524,0.028571429,0.0,0.0,6,1,1,3,3,2,0,0
5,235.625,1,0.0,14,629.2916667,0.0,0.0275,0.0,0.0,7,2,4,1,8,2,0,0
6,394.1,4,489.6,40,1190.4,0.0,0.012318841,17.19073913,0.0,6,3,2,1,11,2,0,0
4,132.0,0,0.0,7,1413.333333,0.036,0.029285714,0.0,0.0,5,3,2,7,8,2,0,0
0,0.0,3,16.0,35,1621.766667,0.007894737,0.040131579,0.0,0.0,7,2,2,1,2,2,1,0
2,241.6,0,0.0,28,920.7,0.0,0.015555556,0.0,0.0,7,1,8,3,20,2,0,0
0,0.0,0,0.0,9,436.0,0.0,0.022222222,0.0,0.0,7,2,2,3,2,2,0,0
1,82.0,0,0.0,59,1927.122222,0.007909605,0.023728814,23.87629104,0.0,6,2,2,9,13,2,0,1
5,265.0433333,1,0.0,38,1712.776667,0.013333333,0.040833333,0.0,0.0,0,2,2,8,1,2,0,0
2,178.0,0,0.0,36,943.6190476,0.031944444,0.048194444,0.0,0.2,6,3,2,1,13,2,0,0
5,161.1076923,5,108.3,44,2982.063248,0.016352201,0.037389344,5.721365099,0.0,7,1,1,4,1,2,0,1
0,0.0,0,0.0,2,5.0,0.0,0.1,0.0,0.0,5,2,2,3,1,2,0,0
10,291.2357143,0,0.0,36,940.1044266,0.0,0.002845528,87.30695843,0.0,0,2,2,2,2,2,0,1
8,108.3844538,0,0.0,65,2008.900974,0.001449275,0.02037037,17.43149651,0.0,1,2,2,3,2,2,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,2,2,7,1,2,1,0
8,77.0,0,0.0,36,2670.869444,0.0,0.018461538,13.99676923,0.0,6,2,5,7,2,2,0,0
0,0.0,1,0.0,5,430.1666667,0.0,0.041666667,0.0,0.0,7,3,2,1,2,2,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,7,2,10,3,1,2,0,0
0,0.0,0,0.0,7,277.1666667,0.028571429,0.05,0.0,0.0,7,3,2,4,13,2,0,0
2,88.0,0,0.0,16,1106.333333,0.025,0.053125,0.0,0.0,5,1,1,3,3,2,0,0
2,41.5,2,60.5,21,534.5,0.004347826,0.02173913,0.0,0.0,5,2,2,2,13,2,1,0
8,157.3166667,0,0.0,48,691.95,0.012666667,0.021380952,6.887181233,0.0,8,2,2,1,1,2,0,0
0,0.0,1,105.1333333,17,526.3761905,0.052941176,0.045751634,0.0,0.0,4,3,2,6,13,2,0,0
1,0.0,0,0.0,14,1125.875,0.0,0.042857143,0.0,0.0,7,2,2,1,2,2,0,0
6,71.5,0,0.0,79,1854.26,0.039,0.06880303,2.852036737,0.0,3,2,2,9,1,2,0,0
0,0.0,0,0.0,6,196.5,0.0,0.016666667,0.0,0.0,7,1,1,7,2,2,0,0
5,106.3214286,4,189.0,37,1306.028022,0.004263566,0.010939177,33.3335814,0.0,6,2,4,1,3,2,0,0
3,68.33333333,0,0.0,39,1263.864951,0.007906977,0.025721669,14.94379331,0.0,7,3,2,1,2,2,0,1
2,11.0,0,0.0,51,2855.166667,0.0,0.012745098,0.0,0.0,7,2,2,4,3,2,0,0
0,0.0,0,0.0,9,640.6666667,0.0,0.011111111,0.0,0.0,5,3,2,7,1,2,1,0
0,0.0,0,0.0,27,1871.9,0.014814815,0.020740741,0.0,0.0,9,1,1,1,3,2,0,0
5,2156.166667,2,92.0,15,463.0,0.036363636,0.042207792,0.0,0.0,6,1,2,4,4,2,1,0
5,52.5,0,0.0,7,415.5,0.0,0.016666667,0.0,0.0,6,2,2,1,4,0,0,0
9,795.2083333,0,0.0,118,4947.358038,0.001138211,0.011200631,2.270358059,0.0,7,3,2,5,2,2,0,0
0,0.0,0,0.0,16,200.0,0.034375,0.072115385,0.0,0.8,6,2,2,1,1,2,0,0
6,79.5,1,19.0,11,314.25,0.0,0.003333333,0.0,0.0,6,2,2,1,2,0,1,0
5,52.0,0,0.0,21,743.9166667,0.004,0.016,0.0,0.0,6,2,2,1,4,2,0,0
0,0.0,0,0.0,8,83.0,0.057142857,0.095238095,0.0,0.0,5,1,2,2,1,2,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,3,3,1,8,0,0,0
1,46.0,0,0.0,98,3098.649444,0.018814433,0.037472815,6.153201384,0.0,0,2,2,6,1,2,0,0
0,0.0,0,0.0,3,51.0,0.0,0.1,0.0,0.0,7,2,2,3,2,1,0,0
0,0.0,0,0.0,4,249.0,0.0,0.025,0.0,0.0,1,2,4,1,1,2,0,0
0,0.0,0,0.0,62,1471.858333,0.060655738,0.080437158,0.0,1.0,6,3,2,3,13,2,1,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,5,2,2,5,3,2,1,0
0,0.0,0,0.0,6,1098.5,0.066666667,0.1,0.0,0.0,1,2,2,7,1,2,0,0
0,0.0,0,0.0,15,1269.5,0.014285714,0.061904762,0.0,0.6,6,2,4,9,3,2,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,1,1,4,1,2,1,0
0,0.0,0,0.0,8,209.5,0.0,0.025,0.0,0.0,2,2,2,1,1,2,0,0
5,60.5,0,0.0,5,50.0,0.0,0.025,0.0,0.0,1,8,13,9,20,1,1,1
4,119.3333333,0,0.0,174,5602.593506,0.0,0.009057596,0.0,0.0,1,2,2,4,1,2,0,0
0,0.0,0,0.0,4,206.5,0.0,0.016666667,0.0,0.0,6,3,2,1,4,2,0,0
15,543.3549065,7,243.2833333,169,6920.973243,0.005268892,0.016769542,0.742942737,0.0,7,1,1,3,2,2,1,0
1,25.5,0,0.0,10,361.5,0.0,0.02,60.01343064,0.0,1,2,2,1,1,2,0,1
11,385.5666667,0,0.0,54,1256.293333,0.010344828,0.014367816,0.0,0.0,8,2,2,7,3,2,0,0
1,40.5,0,0.0,7,170.0,0.0,0.016666667,0.0,0.0,1,2,4,1,2,2,0,0
5,94.6,0,0.0,69,2222.419048,0.005092593,0.01496142,0.0,0.0,8,1,1,3,2,2,0,0
17,626.4933333,0,0.0,76,1985.894203,0.015630252,0.031102029,0.0,0.0,8,2,2,1,1,2,0,0
4,200.5238095,0,0.0,36,1934.990476,0.042083333,0.043815476,0.0,1.0,6,3,2,7,2,2,1,0
3,46.0,0,0.0,59,3478.75,0.0,0.013559322,0.0,0.0,7,2,10,3,1,2,1,0
8,146.5333333,0,0.0,107,3739.635556,0.0,0.009316239,2.551140814,0.0,8,2,2,3,2,2,0,0
8,172.2,0,0.0,28,682.2,0.001212121,0.007272727,13.11145455,0.0,6,2,2,5,13,2,0,0
1,67.5,1,0.0,11,816.5,0.0,0.016666667,0.0,0.0,1,1,1,6,2,0,0,0
1,60.5,0,0.0,10,449.5,0.025,0.033333333,0.0,0.0,1,1,8,2,20,2,0,0
4,112.0,0,0.0,39,1379.5,0.006349206,0.027777778,0.0,0.0,6,2,5,2,4,2,0,0
3,31.5,0,0.0,13,956.5,0.0,0.04,0.0,0.0,5,2,2,1,13,2,0,0
0,0.0,0,0.0,4,505.0,0.0,0.05,0.0,0.0,5,2,2,1,1,2,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,6,3,2,6,1,2,1,0
0,0.0,0,0.0,82,3247.433333,0.002439024,0.012804878,0.0,0.0,7,2,2,1,2,2,0,0
3,48.33333333,0,0.0,15,245.5,0.014285714,0.028571429,0.0,0.0,5,3,2,3,1,2,0,0
0,0.0,0,0.0,5,234.9666667,0.0,0.033333333,0.0,0.0,6,3,2,1,13,2,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,7,2,2,6,13,2,1,0
1,0.0,0,0.0,11,297.3,0.0,0.041666667,0.0,0.0,6,2,2,4,2,2,0,0
0,0.0,0,0.0,13,158.3333333,0.015384615,0.061538462,0.0,0.4,6,2,2,3,13,2,0,0
4,365.0333333,0,0.0,9,461.7333333,0.026666667,0.032991453,33.60744027,0.0,0,2,2,1,2,2,0,0
1,11.5,0,0.0,22,683.0524892,0.02,0.051268674,0.0,0.6,6,3,3,5,3,2,0,0
2,55.0,0,0.0,6,249.5,0.0,0.033333333,0.0,0.0,5,2,2,7,2,0,0,0
0,0.0,3,83.0,18,511.5,0.00952381,0.028571429,0.0,0.0,6,2,2,6,1,2,0,0
0,0.0,0,0.0,4,148.5,0.05,0.083333333,0.0,0.0,5,1,1,1,1,2,1,0
0,0.0,0,0.0,19,411.8,0.021052632,0.044736842,0.0,0.8,6,2,2,1,1,2,0,0
0,0.0,0,0.0,9,249.41,0.022222222,0.005128205,0.0,0.0,7,1,2,1,4,2,0,0
7,150.3571429,1,9.0,221,11431.00124,0.011148992,0.021904109,1.582473154,0.0,7,2,5,1,2,2,1,1
1,5.0,2,33.3,16,521.5,0.010526316,0.021052632,0.0,0.0,3,2,2,7,1,2,0,0
1,46.5,0,0.0,14,398.9791667,0.0,0.014285714,116.3378652,0.0,1,8,13,9,20,1,0,1
0,0.0,0,0.0,7,93.66666667,0.028571429,0.04,0.0,0.0,5,1,1,1,3,2,0,0
7,97.0,6,281.5,83,1778.125214,0.007967033,0.019990486,6.626647741,0.0,5,2,2,3,3,2,0,0
0,0.0,0,0.0,59,1889.7,0.005747126,0.014203612,0.0,0.6,6,2,2,1,3,2,0,0
16,770.6,0,0.0,52,3593.12932,0.007795699,0.018264209,0.0,0.0,6,1,2,1,2,2,0,0
4,81.0,0,0.0,8,112.7285714,0.0,0.02,0.0,0.0,5,2,2,2,1,2,0,0
0,0.0,0,0.0,5,126.0833333,0.04,0.053333333,0.0,0.0,7,3,2,7,13,2,0,0
0,0.0,0,0.0,7,512.25,0.0,0.014285714,0.0,0.0,1,3,2,1,11,0,0,0
6,125.5,0,0.0,19,1409.416667,0.002469136,0.023703704,0.0,0.0,5,1,8,3,2,2,0,0
0,0.0,0,0.0,6,13.0,0.133333333,0.166666667,0.0,0.0,5,2,2,1,3,2,0,0
0,0.0,0,0.0,3,54.4,0.0,0.066666667,0.0,0.0,0,1,1,3,3,2,1,0
2,210.6,0,0.0,4,97.6,0.0,0.016666667,0.0,0.0,7,3,2,7,6,0,1,0
4,77.1,0,0.0,4,41.7,0.0,0.028571429,0.0,0.0,9,2,2,4,6,2,1,0
2,96.0,0,0.0,5,122.0,0.028571429,0.05,0.0,0.0,6,1,1,1,15,2,1,0
3,53.25,1,77.0,198,3057.809524,0.0,0.002734559,11.97910693,0.0,6,4,1,5,1,2,1,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,7,4,1,4,3,2,0,0
1,120.5,1,260.5,22,1148.166667,0.009090909,0.036363636,7.518979759,0.0,7,2,2,1,1,2,1,1
5,85.33333333,3,8.0,213,8591.591742,0.003993856,0.01587654,8.024865728,0.0,7,2,2,1,10,2,0,1
4,98.91666667,0,0.0,110,4096.712716,0.002654867,0.011061947,0.0,0.0,7,1,2,6,2,2,0,0
0,0.0,2,76.0,35,2068.928571,0.0,0.014285714,39.27145714,0.0,6,2,6,6,6,2,0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,1,1,1,1,2,1,0
6,276.75,0,0.0,12,342.125,0.0,0.007142857,0.0,0.0,7,1,2,3,2,0,0,0
2,7.0,0,0.0,21,467.952381,0.047619048,0.068253968,0.0,0.0,6,2,5,1,3,2,0,0
5,168.0,0,0.0,31,1239.083333,0.006666667,0.02,0.0,0.0,6,3,2,6,13,2,0,0
1,22.2,0,0.0,34,606.2,0.0,0.001388889,17.92983378,0.0,8,2,2,7,3,0,1,0
4,138.3333333,0,0.0,3,277.5,0.0,0.011111111,0.0,0.0,6,3,3,3,2,0,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,6,2,4,1,3,2,0,0
0,0.0,0,0.0,30,480.25,0.007777778,0.025,0.0,0.0,5,2,2,7,1,2,0,0
8,152.0,0,0.0,4,72.5,0.0,0.00952381,0.0,0.0,7,2,2,1,8,0,0,0
1,0.0,0,0.0,9,300.3333333,0.041666667,0.06875,0.0,0.0,1,3,2,9,1,2,0,0
1,58.0,0,0.0,2,7.0,0.0,0.066666667,0.0,0.0,6,3,2,3,19,0,1,0
11,210.8555556,0,0.0,149,4107.119658,0.006369427,0.013305319,0.513385987,0.6,6,1,1,3,1,2,0,0
1,52.0,0,0.0,12,293.5,0.015384615,0.035897436,0.0,0.0,6,1,1,1,3,2,1,0
0,0.0,0,0.0,26,419.352381,0.007692308,0.037130178,0.0,0.8,6,2,4,3,2,2,0,0
10,1005.666667,0,0.0,36,2111.341667,0.004347826,0.014492754,11.43941195,0.0,2,2,6,1,2,2,0,1
0,0.0,3,36.0,23,660.4047619,0.016,0.025,30.3236,0.6,6,1,1,1,4,2,0,1
0,0.0,0,0.0,12,213.2833333,0.016666667,0.041666667,0.0,0.0,0,3,2,3,4,2,0,0
11,365.1166667,4,65.5,149,6082.873739,0.011520436,0.027243522,0.0,0.0,7,1,1,3,2,2,0,0
0,0.0,0,0.0,40,1111.245175,0.01475,0.020429089,0.0,0.0,6,3,2,1,2,2,0,0
2,28.2,1,0.0,114,3161.074762,0.017699115,0.042576205,0.0,0.0,0,2,2,2,1,2,0,0
0,0.0,0,0.0,16,316.0,0.025,0.0375,0.0,0.0,7,1,8,9,2,2,0,0
7,56.3,0,0.0,15,315.4,0.0,0.011111111,0.0,0.0,8,2,2,1,2,0,0,0
1,7.0,1,97.0,53,2247.608298,0.004848485,0.016751935,32.68969091,0.0,6,1,1,3,4,2,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,5,3,2,1,1,2,0,0
0,0.0,0,0.0,24,324.0,0.104166667,0.131944444,0.0,0.6,6,3,2,6,13,2,0,0
0,0.0,0,0.0,13,649.25,0.0,0.015384615,0.0,0.0,2,2,2,1,5,0,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,1,1,4,1,2,0,0
0,0.0,0,0.0,22,464.3833333,0.0,0.002272727,0.0,0.0,7,2,2,1,8,0,0,0
0,0.0,0,0.0,16,650.8333333,0.0,0.019047619,13.99,0.0,6,2,2,7,2,2,0,1
0,0.0,0,0.0,69,2077.806007,0.004830918,0.018561873,0.0,0.0,7,2,2,4,2,2,0,0
1,89.0,0,0.0,17,1175.5,0.0,0.0125,9.74025,0.0,6,1,1,3,4,0,1,1
0,0.0,0,0.0,3,261.0,0.0,0.066666667,0.0,0.0,5,2,5,1,10,2,0,0
4,43.5,0,0.0,39,930.3,0.001190476,0.010997732,0.0,0.0,5,4,5,1,3,2,1,0
0,0.0,0,0.0,4,72.4,0.1,0.125,0.0,0.0,3,1,1,3,3,2,0,0
3,47.0,0,0.0,89,3436.975,0.0,0.004387373,0.0,0.0,7,2,2,3,2,0,0,1
6,141.0,1,16.0,143,4081.248718,0.002721088,0.01562134,5.376740585,0.0,7,2,2,1,2,2,0,0
8,139.6818182,8,353.3333333,45,2003.415152,0.007142857,0.00755102,5.576720936,0.0,5,2,2,4,2,2,0,1
