DayOfWeek,DepTime,ArrTime,CRSArrTime,FlightNum,ActualElapsedTime,CRSElapsedTime,AirTime,DepDelay,Distance,TaxiIn,TaxiOut,Cancelled,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,ArrDelay
4,1443,1653,1625,790,130,135,117,33,787,5,8,0,0,6,0,0,0,22,28
7,2210,2312,2253,219,62,66,45,23,256,8,9,0,0,0,0,0,0,19,19
1,1746,1826,1745,233,100,90,87,31,443,4,9,0,0,20,0,10,0,11,41
5,1905,2147,2057,4207,102,127,84,75,761,10,8,0,0,0,0,0,0,50,50
3,837,958,938,4531,81,91,75,30,300,2,4,0,0,20,0,0,0,0,20
5,1847,2007,1859,719,140,158,121,86,783,2,17,0,0,0,0,60,0,8,68
7,1406,1531,1512,468,85,92,66,26,447,3,16,0,0,10,0,0,0,9,19
7,1225,1402,1340,407,97,100,64,25,407,6,27,0,0,0,0,0,0,22,22
7,2038,2255,2150,2725,77,85,63,73,487,4,10,0,0,1,0,0,0,64,65
3,1013,1311,1215,4514,178,152,117,30,1027,6,55,0,0,0,30,26,0,0,56
2,1942,2149,2030,4897,127,125,99,77,544,12,16,0,0,0,0,2,0,77,79
6,1626,1721,1635,3695,55,65,36,56,228,3,16,0,0,46,0,0,0,0,46
6,1847,2202,2039,707,315,259,239,27,1557,7,69,0,0,10,0,56,0,17,83
7,1843,2149,2035,1401,186,215,168,103,1249,5,13,0,0,10,0,0,0,64,74
6,2039,2213,2134,1614,94,109,74,54,573,4,16,0,0,0,0,0,0,39,39
5,2133,2339,2205,1517,126,130,110,98,758,4,12,0,0,32,0,0,0,62,94
3,1547,1736,1640,3155,229,225,184,52,1363,38,7,0,0,14,0,4,0,38,56
4,2243,18,2345,1074,155,165,136,43,930,4,15,0,0,33,0,0,0,0,33
5,1340,2044,2025,380,244,265,227,40,2039,7,10,0,0,3,0,0,0,16,19
7,2012,2338,2300,545,146,145,127,37,883,7,12,0,0,2,0,1,0,35,38
7,1208,1336,1310,3718,148,140,122,18,772,15,11,0,0,1,0,8,0,17,26
5,2200,2338,2235,115,158,145,122,50,862,6,30,0,0,50,0,13,0,0,63
5,1417,1531,1224,16,74,69,47,182,226,11,16,0,0,0,0,5,0,182,187
5,2242,49,2357,1586,127,142,87,67,760,13,27,0,0,8,0,0,0,44,52
2,2135,2318,2300,324,103,95,80,10,631,8,15,0,0,0,10,8,0,0,18
5,1046,1301,1136,4213,75,66,46,76,272,17,12,0,0,0,76,9,0,0,85
5,31,809,710,187,278,280,253,61,2174,7,18,0,0,59,0,0,0,0,59
1,2144,13,2315,2177,89,80,57,49,440,4,28,0,0,12,0,9,0,37,58
6,1619,1720,1640,2329,61,75,47,54,321,3,11,0,0,0,13,0,0,27,40
4,1306,1625,1542,4598,139,122,102,26,669,15,22,0,0,0,26,17,0,0,43
4,1735,2009,1850,1022,154,175,134,100,1013,3,17,0,0,0,55,0,0,24,79
7,2122,2326,1911,1627,124,126,94,257,544,6,24,0,0,0,0,0,0,255,255
5,2115,2300,2202,675,165,172,137,65,1024,4,24,0,0,0,0,0,0,58,58
3,1659,1824,1805,3839,85,85,72,19,480,3,10,0,0,0,0,0,0,19,19
6,937,1131,1035,561,114,110,82,52,595,3,29,0,0,52,0,4,0,0,56
2,1330,1849,1729,1228,199,204,162,85,1437,19,18,0,0,0,0,68,0,12,80
5,1824,1953,1922,6019,149,147,129,29,845,4,16,0,0,31,0,0,0,0,31
1,2120,2234,2205,1771,74,75,56,30,337,5,13,0,0,0,0,17,0,12,29
3,2113,2216,2155,622,63,65,48,23,293,3,12,0,0,17,0,0,0,4,21
3,1826,2115,1920,3679,169,75,59,21,377,3,107,0,0,1,0,94,0,20,115
1,1414,1532,1420,3805,78,75,62,69,347,6,10,0,0,72,0,0,0,0,72
5,1655,1852,1800,4274,177,155,127,30,783,7,43,0,0,0,0,50,0,2,52
6,2035,2142,2125,1640,67,60,46,10,237,4,17,0,0,6,0,7,0,4,17
5,2102,3,2334,1592,181,194,162,42,1237,8,11,0,0,0,0,0,0,29,29
4,1329,1637,1620,182,128,120,98,9,606,7,23,0,0,9,0,8,0,0,17
5,1830,2053,2006,808,143,131,96,35,728,11,36,0,0,0,0,47,0,0,47
2,2027,2214,2045,4793,107,120,83,102,617,11,13,0,0,0,0,89,0,0,89
2,912,1107,1035,1575,115,125,92,42,634,3,20,0,0,32,0,0,0,0,32
1,1329,1415,1344,1209,46,57,29,42,121,5,12,0,0,31,0,0,0,0,31
5,1920,2015,1950,1507,115,110,89,20,569,7,19,0,0,20,0,5,0,0,25
1,1721,1847,1559,3874,146,113,96,135,588,7,43,0,0,0,168,0,0,0,168
1,1809,1821,1751,191,132,152,115,50,868,6,11,0,0,0,2,0,0,28,30
1,1640,1819,1705,1953,99,105,78,80,534,5,16,0,0,0,0,73,0,1,74
1,1827,2355,2252,1528,208,210,187,65,1515,6,15,0,0,0,0,0,0,63,63
6,1619,1857,1815,295,218,195,187,19,1197,10,21,0,0,19,0,23,0,0,42
2,1604,1858,1820,290,114,105,87,29,599,6,21,0,0,0,0,9,0,29,38
6,1835,1931,1900,3711,56,70,48,45,325,3,5,0,0,0,0,0,0,31,31
7,1730,1925,1908,4811,115,118,96,20,566,10,9,0,0,0,17,0,0,0,17
1,1341,1453,1420,326,72,75,56,36,349,4,12,0,0,0,0,0,0,33,33
5,1508,1819,1720,1117,191,185,179,53,1197,3,9,0,0,0,0,6,0,53,59
4,2141,22,2359,328,101,116,83,38,641,5,13,0,0,13,0,0,0,10,23
7,1439,1507,1450,3925,88,95,75,24,443,4,9,0,0,0,0,0,0,17,17
6,653,858,805,1241,185,185,159,53,1217,12,14,0,0,53,0,0,0,0,53
4,1657,1810,1715,1472,73,75,57,57,337,5,11,0,0,55,0,0,0,0,55
2,953,1134,1050,3943,101,95,81,38,522,8,12,0,0,0,0,44,0,0,44
6,1631,1915,1842,6360,104,107,90,36,599,4,10,0,0,0,0,0,0,33,33
5,1811,2139,2120,753,388,385,328,16,2378,6,54,0,0,16,0,3,0,0,19
6,1025,1515,1500,728,170,163,125,8,1123,7,38,0,0,0,0,7,0,8,15
1,1851,2023,1945,2536,152,150,114,36,675,5,33,0,0,3,0,2,0,33,38
2,2116,51,2331,477,395,386,373,71,2693,5,17,0,0,0,0,9,0,71,80
4,2022,2222,2200,628,180,175,161,17,1037,5,14,0,0,8,0,5,0,9,22
5,951,1138,1121,1961,107,106,81,16,508,4,22,0,0,10,0,1,0,6,17
5,1024,1140,1105,4930,76,82,54,41,363,2,20,0,0,35,0,0,0,0,35
7,2117,2224,2158,1269,67,62,44,21,259,12,11,0,0,21,0,5,0,0,26
5,1203,1326,1300,3050,83,85,64,28,414,8,11,0,0,10,0,0,0,16,26
7,1833,2007,1915,1303,94,95,74,53,468,10,10,0,0,0,0,0,0,52,52
4,1046,1428,1344,263,162,133,123,15,846,8,31,0,0,0,2,42,0,0,44
3,2120,2320,2200,2212,120,130,111,90,787,3,6,0,0,2,0,0,0,78,80
4,1510,1738,1620,3864,148,145,135,75,972,5,8,0,0,12,0,3,0,63,78
5,1949,2328,2200,428,219,175,195,44,1197,9,15,0,0,0,0,52,0,36,88
3,956,1713,1639,567,257,274,241,51,1848,3,13,0,0,34,0,0,0,0,34
6,1240,1412,1354,1425,92,94,66,20,406,10,16,0,0,0,0,0,0,18,18
1,2036,28,2305,1639,232,245,206,96,1597,6,20,0,0,1,0,0,0,82,83
2,2002,2143,2127,280,101,117,88,32,550,5,8,0,0,0,0,0,0,16,16
3,1804,2108,2040,929,184,165,112,9,761,10,62,0,0,0,0,28,0,0,28
5,1826,1936,1919,4619,70,79,38,26,187,18,14,0,0,12,0,0,0,5,17
1,1948,2217,1840,5979,89,50,28,178,122,6,55,0,0,0,0,0,0,217,217
5,838,940,910,3055,122,125,109,33,759,7,6,0,0,30,0,0,0,0,30
7,1641,1941,1900,1667,120,130,109,51,765,3,8,0,0,1,0,0,0,40,41
1,1836,2012,1920,1533,216,220,203,56,1444,6,7,0,0,0,10,0,0,42,52
2,1827,2053,1845,1640,206,120,95,42,577,4,107,0,0,0,0,86,0,42,128
5,1950,2141,2057,1506,111,117,90,50,651,4,17,0,0,44,0,0,0,0,44
6,759,1002,942,1103,123,112,84,9,426,6,33,0,0,8,0,11,0,1,20
7,731,924,855,6530,113,93,72,9,458,7,34,0,0,29,0,0,0,0,29
4,2019,2107,1855,39,48,55,41,139,276,2,5,0,0,0,0,0,0,132,132
3,1945,5,2335,766,200,205,176,35,1389,6,18,0,0,30,0,0,0,0,30
7,2146,2340,2140,1283,174,185,158,131,1197,4,12,0,0,4,0,0,0,116,120
1,2049,2212,2151,92,83,91,58,29,403,7,18,0,0,9,0,0,0,12,21
4,1446,1628,1600,371,162,157,130,23,895,10,22,0,0,0,18,10,0,0,28
7,1048,1403,1348,6638,135,127,111,7,776,11,13,0,0,15,0,0,0,0,15
7,1050,1632,1605,1546,222,219,198,24,1709,4,20,0,0,14,0,3,0,10,27
7,1633,1753,1601,443,80,72,58,104,349,5,17,0,0,19,0,8,0,85,112
1,1248,1503,1424,581,255,269,236,53,1739,4,15,0,0,39,0,0,0,0,39
6,1817,2116,2005,4135,119,60,31,12,177,8,80,0,0,0,0,71,0,0,71
7,2011,2142,2116,1786,91,81,62,16,329,6,23,0,0,0,0,10,0,16,26
5,1438,1657,1558,1475,139,133,110,53,758,7,22,0,0,0,53,6,0,0,59
3,1146,1320,1300,1869,94,86,65,12,406,5,24,0,0,0,0,8,0,12,20
7,1640,2007,1855,85,387,385,350,70,2586,7,30,0,0,1,0,2,0,69,72
3,2207,29,2315,442,82,95,72,87,550,5,5,0,0,0,0,0,0,74,74
1,1432,1743,1446,1462,131,136,105,182,804,6,20,0,0,0,0,0,0,177,177
4,1758,2033,2015,1219,155,155,130,18,920,3,22,0,0,10,0,7,0,1,18
4,1201,1305,1218,1304,64,73,45,56,228,6,13,0,0,3,0,0,0,44,47
6,1915,2138,2045,1246,143,155,128,65,1011,8,7,0,0,0,0,0,0,53,53
2,953,1150,1035,2988,117,80,66,38,267,7,44,0,0,4,0,37,0,34,75
5,1306,1415,1300,23,69,60,58,66,239,3,8,0,0,56,0,9,0,10,75
7,1922,2046,2010,1438,84,90,59,42,409,5,20,0,0,0,0,0,0,36,36
6,1219,1428,1355,371,249,255,238,39,1750,5,6,0,0,0,0,0,0,33,33
3,1507,1556,1528,5752,49,42,29,21,86,7,13,0,0,28,0,0,0,0,28
3,1635,1940,1820,1022,185,170,143,65,1013,5,37,0,0,0,0,63,0,17,80
6,1628,2101,2035,836,153,160,132,33,1069,4,17,0,0,22,0,0,0,4,26
7,1655,1852,1835,3421,117,125,96,25,671,5,16,0,0,9,0,0,0,8,17
1,859,947,930,2447,108,110,97,19,584,5,6,0,0,4,0,0,0,13,17
5,1105,1228,1200,1422,83,85,75,30,437,2,6,0,0,7,0,0,0,21,28
4,1409,1557,1535,4311,48,50,31,24,157,3,14,0,0,5,0,0,0,17,22
3,1400,2020,1943,870,260,251,209,28,1846,8,43,0,0,17,0,9,0,11,37
1,1146,1401,1320,2290,75,75,56,41,365,2,17,0,0,3,0,0,0,38,41
2,1705,2053,1928,1534,168,153,144,70,1005,4,20,0,0,0,59,15,0,11,85
5,2220,145,2347,736,145,142,110,115,967,8,27,0,0,6,0,3,0,109,118
1,2203,2,2345,3062,59,60,42,18,256,7,10,0,0,10,0,0,0,7,17
4,2127,51,2355,2075,144,140,131,52,770,3,10,0,0,1,0,4,0,51,56
3,1106,1219,1156,1548,73,75,43,25,236,3,27,0,0,23,0,0,0,0,23
5,1645,1917,1856,4066,92,99,73,28,507,7,12,0,0,0,0,0,0,21,21
3,1515,1707,1647,4496,112,108,73,16,554,11,28,0,0,16,0,4,0,0,20
5,1208,1314,1255,4238,66,69,45,22,331,4,17,0,0,0,0,0,0,19,19
4,1153,1206,1115,5924,73,76,36,54,224,6,31,0,0,0,51,0,0,0,51
6,1947,2106,2025,3785,79,95,58,57,391,7,14,0,0,0,0,41,0,0,41
2,1558,1811,1745,22,133,125,121,18,651,5,7,0,0,0,0,26,0,0,26
3,2253,634,609,942,281,309,260,53,2521,5,16,0,0,0,0,0,0,25,25
2,2114,2334,2302,6073,140,137,123,29,834,4,13,0,0,29,0,3,0,0,32
5,1702,1808,1705,39,66,65,49,62,239,5,12,0,0,0,0,1,0,62,63
3,1351,1900,1830,1456,189,170,126,11,1055,17,46,0,0,0,0,22,0,8,30
7,1345,1956,1830,1058,251,235,224,70,1726,9,18,0,0,70,0,16,0,0,86
3,1811,1951,1835,3982,100,115,84,91,588,5,11,0,0,0,0,76,0,0,76
7,2004,2112,2030,1012,68,60,43,34,204,11,14,0,0,0,0,8,0,34,42
5,2300,13,2345,410,133,135,111,30,806,7,15,0,0,8,0,0,0,20,28
6,1652,1822,1805,2804,90,85,79,12,395,4,7,0,0,0,0,5,0,12,17
4,2107,2200,2053,5509,53,46,47,60,89,3,3,0,0,67,0,0,0,0,67
3,2007,2152,2135,2019,165,170,138,22,887,3,24,0,0,0,0,0,0,17,17
1,1604,1856,1809,103,232,229,213,44,1533,4,15,0,0,0,0,3,0,44,47
1,1527,1627,650,4102,60,45,31,562,130,17,12,0,0,562,0,15,0,0,577
7,1627,1906,1830,796,159,160,146,37,1130,4,9,0,0,36,0,0,0,0,36
5,2047,2145,1920,3415,58,50,45,137,192,5,8,0,0,13,0,8,0,124,145
2,717,835,820,2624,78,80,65,17,345,3,10,0,0,15,0,0,0,0,15
2,1913,2040,2003,3,87,88,56,38,301,13,18,0,0,0,0,36,0,1,37
1,2322,32,2250,541,130,120,99,92,641,5,26,0,0,0,22,10,0,70,102
4,2111,2206,2125,54,55,55,43,41,239,5,7,0,0,0,0,0,0,41,41
3,2215,2329,2240,633,74,75,62,50,389,4,8,0,0,0,0,0,0,49,49
7,1814,2025,1904,4707,71,67,45,77,171,18,8,0,0,0,77,4,0,0,81
7,1805,1930,1846,689,145,167,128,66,733,5,12,0,0,5,0,0,0,39,44
3,1553,1707,1650,3321,74,70,54,13,303,13,7,0,0,2,0,4,0,11,17
7,1643,2140,2025,1116,177,170,153,68,1189,11,13,0,0,0,0,7,0,68,75
5,736,1044,1015,3900,188,165,146,6,990,11,31,0,0,6,0,23,0,0,29
6,1216,1257,1230,46,41,50,29,36,159,4,8,0,0,0,0,0,0,27,27
1,123,243,2132,6439,80,62,61,293,213,7,12,0,0,0,0,0,0,311,311
3,1555,1658,1605,649,63,50,35,40,189,3,25,0,0,0,0,13,0,40,53
6,1707,1832,1809,581,85,89,74,27,391,3,8,0,0,23,0,0,0,0,23
1,1756,2140,1928,1534,164,153,128,121,1005,6,30,0,0,0,0,16,0,116,132
2,1044,1316,1245,762,92,95,70,34,541,4,18,0,0,31,0,0,0,0,31
7,2032,2357,2055,3578,205,115,188,92,685,6,11,0,0,0,0,90,0,92,182
5,2015,2300,2134,146,105,119,88,100,647,3,14,0,0,5,0,0,0,81,86
5,1308,1443,1345,1861,95,85,66,48,403,16,13,0,0,0,0,14,0,44,58
3,700,944,854,4306,104,114,82,60,533,9,13,0,0,50,0,0,0,0,50
3,1654,1957,1940,1028,123,115,100,9,641,14,9,0,0,0,0,8,0,9,17
1,1901,2126,2109,928,145,149,111,21,761,11,23,0,0,0,0,17,0,0,17
7,1427,1531,1407,5453,64,67,50,87,209,6,8,0,0,84,0,0,0,0,84
3,2325,2322,2145,296,57,65,46,105,284,4,7,0,0,0,0,0,0,97,97
5,1609,1944,1902,882,155,137,111,24,867,5,39,0,0,0,0,29,0,13,42
4,1927,2222,2145,508,115,125,94,47,763,3,18,0,0,0,0,0,0,37,37
7,1857,2147,1940,1527,230,215,186,112,1302,7,37,0,0,0,23,15,0,89,127
7,1726,2009,1949,5942,103,109,83,26,654,6,14,0,0,0,0,0,0,20,20
5,1546,1630,1604,3930,104,94,84,16,501,5,15,0,0,16,0,10,0,0,26
3,1813,2058,1719,4671,105,63,50,177,151,9,46,0,0,0,0,219,0,0,219
1,445,635,620,764,170,165,145,10,1032,10,15,0,0,0,0,5,0,10,15
4,1936,2143,2120,2372,127,135,109,31,802,8,10,0,0,0,0,4,0,19,23
3,2116,2219,2125,2731,63,80,51,71,238,4,8,0,0,0,0,0,0,54,54
3,841,1143,950,373,122,110,105,101,588,5,12,0,0,0,101,12,0,0,113
5,130,245,1825,715,195,203,178,508,1290,7,10,0,0,0,0,0,0,500,500
7,1631,1757,1714,1256,86,104,73,61,508,3,10,0,0,9,0,0,0,34,43
4,2249,138,2225,3917,109,95,68,179,528,4,37,0,0,0,19,14,0,160,193
1,1757,1953,1738,687,176,158,130,117,733,3,43,0,0,0,0,135,0,0,135
3,1732,1842,1813,4486,70,63,35,22,191,5,30,0,0,0,22,7,0,0,29
2,1024,1739,1635,149,255,224,216,33,1671,5,34,0,0,13,0,31,0,20,64
3,2112,38,2000,472,146,155,123,287,988,9,14,0,0,268,0,0,0,10,278
5,1314,1502,1440,3679,108,110,90,24,642,3,15,0,0,21,0,0,0,1,22
3,2055,2157,2015,1932,62,60,44,100,256,5,13,0,0,0,0,2,0,100,102
2,2247,113,2144,1936,146,74,65,137,185,8,73,0,0,53,0,72,0,84,209
5,1740,2021,1950,436,161,170,134,40,1121,13,14,0,0,0,0,0,0,31,31
2,1216,1309,1211,1697,113,111,94,56,626,4,15,0,0,56,0,2,0,0,58
5,111,622,537,228,191,221,172,75,1515,7,12,0,0,45,0,0,0,0,45
5,1656,1754,1650,33,58,60,45,66,276,2,11,0,0,1,0,0,0,63,64
5,1620,1749,1720,2292,89,85,66,25,446,5,18,0,0,5,0,4,0,20,29
2,2101,2201,1700,1553,60,75,42,316,236,5,13,0,0,171,0,0,0,130,301
5,2014,2110,2035,2439,116,110,98,29,630,10,8,0,0,0,0,6,0,29,35
7,1405,1620,1605,1573,75,75,59,15,370,7,9,0,0,15,0,0,0,0,15
7,1446,2050,2023,1546,244,228,219,11,1774,4,21,0,0,11,0,16,0,0,27
2,2204,104,2333,483,360,368,335,99,2381,8,17,0,0,0,0,0,0,91,91
3,2024,2352,2300,1684,148,120,104,24,764,33,11,0,0,0,0,28,0,24,52
1,1516,1813,1732,62,177,172,134,36,1069,8,35,0,0,4,0,5,0,32,41
4,1545,1706,1625,990,81,60,52,20,255,20,9,0,0,0,0,21,0,20,41
5,1409,1509,1320,1660,60,65,45,114,223,4,11,0,0,109,0,0,0,0,109
1,2305,119,5,2361,134,135,109,75,802,7,18,0,0,13,0,0,0,61,74
6,1131,1356,1340,4476,145,135,117,6,800,12,16,0,0,6,0,10,0,0,16
4,855,916,900,4282,81,80,60,15,341,6,15,0,0,15,0,1,0,0,16
1,1534,1759,1725,475,145,145,113,34,665,11,21,0,0,0,0,0,0,34,34
1,1448,1937,1831,940,169,176,149,73,1240,5,15,0,0,0,0,0,0,66,66
1,915,1112,912,538,57,62,35,125,151,11,11,0,0,120,0,0,0,0,120
2,1900,30,2310,1413,210,220,185,90,1589,5,20,0,0,7,0,0,0,73,80
3,1936,17,2359,197,161,149,131,6,1084,5,25,0,0,5,0,13,0,0,18
3,1820,1934,1850,302,74,80,63,50,407,4,7,0,0,23,0,0,0,21,44
4,2122,2205,2128,3203,43,48,23,42,103,7,13,0,0,37,0,0,0,0,37
7,1857,2237,2200,38,340,360,319,57,2300,7,14,0,0,9,0,0,0,28,37
1,1502,1713,1610,4058,131,135,113,67,677,7,11,0,0,0,0,13,0,50,63
1,758,924,840,19,86,85,74,43,405,3,9,0,0,33,0,1,0,10,44
7,1937,2249,2210,3221,132,140,116,47,852,5,11,0,0,39,0,0,0,0,39
5,1016,1105,949,5558,49,40,39,67,77,2,8,0,0,0,0,76,0,0,76
7,2121,2342,2310,1191,141,155,125,46,920,7,9,0,0,0,0,9,0,23,32
4,1421,1905,1824,570,164,169,146,46,1199,8,10,0,0,0,0,9,0,32,41
6,1323,1733,1647,646,190,157,98,13,719,6,86,0,0,13,0,33,0,0,46
7,1601,1717,1540,3994,76,70,50,91,268,5,21,0,0,0,0,9,0,88,97
4,2051,2150,2124,681,59,64,33,31,215,6,20,0,0,8,0,0,0,18,26
4,1926,2152,2101,127,266,271,241,56,1745,8,17,0,0,26,0,0,0,25,51
3,1135,1939,1915,40,304,330,280,50,2475,12,12,0,0,3,0,0,0,21,24
7,1424,1523,853,6742,59,58,29,389,125,7,23,0,0,0,390,0,0,0,390
1,1926,2148,2005,4264,142,110,102,71,491,14,26,0,0,0,0,34,0,69,103
3,822,1045,1030,4019,83,90,66,22,473,4,13,0,0,0,15,0,0,0,15
1,1802,2039,1647,1972,157,127,65,202,529,6,86,0,0,0,0,211,0,21,232
2,1639,1916,1847,3773,97,82,64,14,422,18,15,0,0,29,0,0,0,0,29
7,1014,1143,1120,1668,89,85,71,19,488,4,14,0,0,18,0,4,0,1,23
6,2048,2339,1950,153,171,180,150,238,944,6,15,0,0,13,0,0,0,216,229
4,1937,2057,1950,224,80,75,67,62,377,4,9,0,0,50,0,5,0,12,67
6,1918,2044,1820,1882,86,75,48,133,270,23,15,0,0,0,0,11,0,133,144
5,832,1031,944,3817,119,124,97,52,712,3,19,0,0,47,0,0,0,0,47
1,1925,2051,2010,1576,86,55,30,10,175,6,50,0,0,0,10,31,0,0,41
5,1250,1423,1400,296,93,100,80,30,491,7,6,0,0,0,0,0,0,23,23
7,1708,1805,1655,40,57,55,40,68,239,4,13,0,0,7,0,2,0,61,70
5,2045,2336,2305,1655,111,115,93,35,718,5,13,0,0,0,0,0,0,31,31
1,1440,1643,1605,4125,183,185,163,40,1156,4,16,0,0,0,0,0,0,38,38
1,1516,1800,1745,1232,164,185,154,36,1137,4,6,0,0,4,0,0,0,11,15
4,1702,1958,1729,1369,236,164,128,77,719,14,94,0,0,0,0,107,0,42,149
7,2141,2221,2130,4690,100,120,87,71,589,2,11,0,0,8,43,0,0,0,51
6,1435,1527,1445,6099,52,52,28,42,125,8,16,0,0,0,42,0,0,0,42
3,925,1121,1009,653,176,163,151,59,967,4,21,0,0,53,0,19,0,0,72
4,2311,2400,2254,363,109,129,90,86,589,6,13,0,0,66,0,0,0,0,66
7,1408,1527,1500,3964,79,70,42,18,184,4,33,0,0,16,0,9,0,2,27
1,2147,132,110,2404,165,155,139,12,1217,9,17,0,0,12,0,10,0,0,22
1,2102,2157,2100,1537,55,55,41,57,159,4,10,0,0,51,0,0,0,6,57
2,1606,1717,1655,2375,71,75,53,26,267,7,11,0,0,4,0,0,0,18,22
4,1705,1903,1822,1706,118,127,103,50,728,4,11,0,0,21,0,0,0,20,41
5,1404,1456,1417,6529,52,56,28,43,109,4,20,0,0,0,0,0,0,39,39
7,2059,2201,2055,1935,62,60,40,64,193,8,14,0,0,44,0,2,0,20,66
5,2130,2345,2320,710,75,70,61,20,370,4,10,0,0,0,0,13,0,12,25
3,2105,7,2300,47,122,125,107,70,781,3,12,0,0,0,0,0,0,67,67
7,2145,2247,2230,3571,62,65,49,20,328,4,9,0,0,17,0,0,0,0,17
2,1504,1836,1730,1604,212,155,139,9,861,7,66,0,0,9,0,57,0,0,66
2,1958,2221,2145,1283,203,190,183,23,1197,4,16,0,0,0,0,36,0,0,36
2,840,1004,945,2501,84,75,57,10,297,4,23,0,0,19,0,0,0,0,19
7,1907,2021,1905,1417,74,100,55,102,336,5,14,0,0,3,0,0,0,73,76
1,1415,1524,1409,1438,69,66,51,72,291,8,10,0,0,0,72,3,0,0,75
7,943,1129,922,488,106,108,89,129,588,6,11,0,0,0,0,127,0,0,127
2,1129,1322,1230,547,233,255,213,74,1652,7,13,0,0,0,23,0,0,29,52
1,1612,1901,1805,1530,169,185,145,72,1097,9,15,0,0,0,0,56,0,0,56
7,1644,1813,1730,3846,89,95,74,49,408,7,8,0,0,0,0,0,0,43,43
7,1928,2100,2012,1777,92,102,72,58,280,7,13,0,0,0,0,30,0,18,48
1,2210,2313,2240,3228,63,65,47,35,304,3,13,0,0,0,0,0,0,33,33
5,1230,1405,1230,501,95,91,68,91,447,3,24,0,0,0,0,9,0,86,95
2,2042,2205,1958,4531,143,139,113,123,804,5,25,0,0,123,0,4,0,0,127
5,1312,1403,1325,4,51,50,39,37,180,4,8,0,0,0,0,1,1,36,38
7,1110,1323,1225,1258,133,125,119,50,802,6,8,0,0,50,0,8,0,0,58
7,610,641,616,5806,91,86,54,20,286,9,28,0,0,25,0,0,0,0,25
5,148,216,2234,4866,88,94,77,228,449,3,8,0,0,222,0,0,0,0,222
5,1634,1733,1710,262,59,51,37,15,216,6,16,0,0,8,0,0,0,15,23
7,2142,2354,2231,165,192,155,158,46,948,8,26,0,0,46,0,37,0,0,83
7,1650,1817,1710,789,147,155,128,75,888,7,12,0,0,13,0,0,0,54,67
2,1731,1820,1720,1476,49,55,37,66,237,3,9,0,0,57,0,0,0,3,60
2,914,1255,1209,674,161,129,120,14,733,3,38,0,0,0,0,46,0,0,46
1,1331,1944,1840,1940,253,235,207,46,1726,13,33,0,0,0,0,64,0,0,64
2,1521,1734,1335,1560,133,65,99,171,224,7,27,0,0,6,66,68,0,99,239
2,1933,2058,2025,349,205,215,187,43,1313,3,15,0,0,13,0,0,0,20,33
5,1545,1825,1755,4363,100,95,75,25,501,5,20,0,0,0,25,5,0,0,30
4,1816,2052,2015,3421,96,100,81,41,601,7,8,0,0,0,0,0,0,37,37
5,1502,1740,1710,3599,98,100,77,32,550,9,12,0,0,0,0,0,0,30,30
5,932,954,925,1495,82,80,56,27,368,4,22,0,0,0,5,2,0,22,29
5,1912,2327,2225,476,195,205,164,72,1391,13,18,0,0,62,0,0,0,0,62
6,1257,1357,1310,3141,120,125,90,52,630,2,28,0,0,21,0,0,0,26,47
5,1639,1900,1821,1049,141,116,83,14,603,3,55,0,0,0,0,39,0,0,39
6,1402,1519,1242,1446,137,132,110,152,651,8,19,0,0,0,0,157,0,0,157
6,1630,1739,1615,3399,69,70,52,85,283,3,14,0,0,10,0,0,0,74,84
5,1428,1515,1453,5416,47,53,33,28,109,2,12,0,0,22,0,0,0,0,22
2,1352,1538,1523,1489,106,113,83,22,581,3,20,0,0,15,0,0,0,0,15
3,1151,1458,1335,584,187,170,163,66,1098,10,14,0,0,10,0,17,0,56,83
3,1112,1334,1317,4542,142,138,113,13,784,5,24,0,0,0,0,15,0,2,17
1,2037,2243,2223,502,126,143,112,37,837,3,11,0,0,0,0,0,0,20,20
4,2007,2144,2114,180,97,84,74,17,372,4,19,0,0,0,0,13,0,17,30
6,2125,2311,1925,1801,106,118,88,238,576,8,10,0,0,59,0,0,0,167,226
4,1839,2155,2110,2312,136,155,109,64,987,7,20,0,0,45,0,0,0,0,45
4,1755,1946,1930,3588,111,105,91,10,540,10,10,0,0,0,0,6,0,10,16
4,2228,2354,2310,1489,86,105,74,63,602,7,5,0,0,6,0,0,0,38,44
5,1301,2107,2042,212,306,317,275,36,2465,3,28,0,0,25,0,0,0,0,25
4,2044,2213,2145,1935,89,75,72,14,342,4,13,0,0,0,0,14,0,14,28
3,920,1128,1112,691,248,247,236,15,1569,4,8,0,0,15,0,1,0,0,16
2,1504,1748,1615,1345,284,250,238,59,1745,7,39,0,0,57,0,36,0,0,93
7,1914,2147,2118,730,93,108,74,44,622,5,14,0,0,0,29,0,0,0,29
5,1421,1608,1444,4366,107,88,87,65,331,13,7,0,0,0,65,19,0,0,84
5,1119,1429,1400,1868,130,120,110,19,732,10,10,0,0,19,0,10,0,0,29
3,1357,1546,1454,5550,109,79,80,22,262,15,14,0,0,52,0,0,0,0,52
2,934,1410,1340,991,156,165,144,39,1210,3,9,0,0,30,0,0,0,0,30
2,2239,2323,2225,1768,44,50,35,64,192,3,6,0,0,58,0,0,0,0,58
3,2145,2312,2210,4632,87,120,70,95,416,3,14,0,0,0,0,0,0,62,62
